observ,profile1,profile2,profile3,profile4,profile5,profile6,profile7,profile8,profile9,profile10,profile11,profile12,profile13,profile14,profile15,profile16,profile17,profile18,profile19,profile20,profile21,profile22,profile23,profile24,profile25
1,-1650,-1350,-4700,-5800,-5450,-5750,-5700,-2900,-4700,-5550,-4950,-5650,-5650,-5650,-5650,-5650,-5650,-5600,-5600,-5600,-5600,-5600,-5600,-4950,-4950
2,-1650,-1350,-4700,-5800,-5350,-5750,-5700,-2900,-4700,-5550,-5000,-5650,-5650,-5650,-5600,-5600,-5650,-5600,-5600,-5600,-5600,-5600,-5600,-4950,-5050
3,-1600,-3050,-4750,-5650,-5250,-5750,-5750,-2800,-4650,-5600,-5050,-5650,-5650,-5650,-5600,-5600,-5650,-5550,-5550,-5550,-5550,-5550,-5550,-5050,-5050
4,-1600,-3050,-4750,-5650,-5300,-5750,-5750,-2800,-4650,-5600,-5100,-5600,-5600,-5600,-5600,-5600,-5600,-5550,-5550,-5550,-5550,-5550,-5550,-5050,-4300
5,-5300,-3100,-5900,-5700,-5500,-5650,-5700,-2100,-4600,-5500,-5150,-5550,-5600,-5600,-5550,-5600,-5600,-5500,-5500,-5500,-5500,-5500,-5500,-5000,-4300
6,-5300,-3100,-5900,-5700,-5550,-5650,-5700,-2100,-4600,-5500,-5200,-5500,-5600,-5600,-5500,-5600,-5600,-5500,-5500,-5500,-5500,-5500,-5500,-5000,-4200
7,-5400,-3600,-5850,-5850,-4850,-5700,-5750,-2050,-4550,-5500,-4100,-5700,-5550,-5600,-5700,-5550,-5600,-2600,-2900,-4800,-4800,-4950,-4800,-4650,-4200
8,-5400,-3600,-5850,-5850,-4950,-5700,-5750,-2050,-4550,-5500,-4100,-5700,-5550,-5600,-5750,-5500,-5600,-2600,-2900,-4850,-4850,-5000,-4800,-4650,-4250
9,-5400,-3600,-2800,-5450,-5100,-5650,-5700,-2000,-4500,-5550,-4050,-5700,-5550,-5600,-5750,-5700,-5600,-2650,-3650,-4850,-4850,-4800,-4800,-4700,-4250
10,-5400,-3600,-2800,-5350,-5050,-5650,-5700,-2000,-4500,-5550,-4050,-5750,-5500,-5600,-5750,-5750,-5600,-2650,-3650,-4850,-4850,-4800,-4800,-4750,-5000
11,-5450,-3550,-2950,-5250,-5000,-5700,-5700,-1950,-4450,-4950,-4000,-5900,-5500,-5550,-5900,-5900,-5550,-2800,-3650,-4850,-4850,-4800,-4800,-4750,-5000
12,-5450,-3550,-2950,-5300,-4900,-5700,-5750,-1950,-4450,-5000,-4000,-5950,-5500,-5550,-5950,-5900,-5500,-2800,-3650,-4850,-4850,-4850,-4850,-4600,-4950
13,-5350,-3550,-2900,-5500,-5200,-5700,-5800,-1900,-4400,-5050,-4750,-5950,-5500,-5550,-5850,-5900,-5700,-2750,-3700,-4850,-4850,-5050,-4850,-4600,-4950
14,-5350,-3550,-2900,-5550,-5150,-5700,-5800,-1900,-4400,-5050,-4750,-5950,-5500,-5550,-5850,-5900,-5750,-2750,-3700,-4850,-4800,-5050,-4850,-4800,-4650
15,-5350,-3500,-2850,-4950,-5400,-5700,-5800,-1850,-4800,-5050,-4750,-5850,-5700,-5550,-5850,-5850,-5750,-2700,-4800,-5400,-4800,-5100,-4850,-4800,-4650
16,-5350,-3500,-2850,-5100,-5800,-5700,-5800,-1850,-4800,-5100,-4800,-5800,-5700,-5500,-5800,-5800,-5750,-2700,-4850,-5400,-5000,-5100,-4850,-4800,-4600
17,-5700,-3450,-3300,-5050,-5800,-5700,-5850,-2450,-4750,-5100,-4800,-6000,-5700,-5500,-6000,-5800,-5750,-4700,-4850,-5450,-5000,-5000,-5100,-4800,-4600
18,-5700,-3450,-3300,-5000,-5800,-5700,-5850,-2450,-4750,-5100,-4800,-6000,-5750,-5500,-6000,-5800,-5750,-4700,-5400,-5450,-4950,-5000,-5050,-4850,-4550
19,-5400,-2550,-3250,-4900,-5800,-5700,-5800,-2400,-5150,-5100,-4850,-5950,-5750,-5700,-8800,-5800,-5800,-4900,-5400,-5050,-4950,-5000,-5000,-4850,-4550
20,-5400,-2550,-3250,-5200,-5700,-5700,-5800,-2400,-5150,-5100,-4850,-5950,-5750,-5750,-8800,-5800,-5800,-4900,-5450,-5050,-4950,-5000,-4950,-4850,-4500
21,-5400,-2600,-3200,-5150,-5700,-5700,-6000,-2350,-5200,-5100,-4850,-5950,-5900,-5750,-8750,-8450,-5800,-4850,-5450,-5100,-4950,-4950,-4550,-4850,-4500
22,-5400,-2600,-3200,-5400,-5700,-5700,-6000,-2350,-5200,-5100,-3850,-5950,-5900,-5750,-8750,-8450,-5800,-4850,-5050,-5100,-5400,-4950,-4550,-4550,-4500
23,-5700,-2650,-3150,-5700,-5700,-5700,-5950,-2300,-5100,-5150,-3850,-5900,-5900,-5900,-8700,-8450,-5800,-4800,-5050,-5150,-5400,-4950,-4500,-4550,-4500
24,-5700,-2650,-3150,-5700,-5750,-5700,-5950,-2300,-5100,-5150,-3850,-5900,-5950,-5950,-8700,-8450,-5800,-4800,-5100,-5150,-5450,-4950,-4500,-4500,-4450
25,-5700,-2700,-3100,-5750,-5750,-5700,-5900,-2250,-5050,-5150,-3850,-5750,-5850,-5950,-8650,-8400,-5800,-4750,-5100,-5200,-5450,-4900,-4450,-4500,-4450
26,-5750,-2700,-3100,-5750,-5750,-5700,-5900,-2250,-5050,-5150,-4400,-5750,-5800,-5950,-8650,-8400,-8450,-4750,-5150,-5200,-5050,-4900,-4450,-4350,-4450
27,-5750,-2750,-3050,-5750,-5750,-5700,-6150,-2200,-5000,-5150,-4400,-3800,-5750,-5950,-8600,-8400,-8450,-5250,-5150,-5250,-5050,-4850,-5200,-4350,-4450
28,-5750,-2750,-3050,-5750,-5850,-5700,-6150,-2200,-5000,-5200,-4400,-3800,-5750,-5950,-8600,-8400,-8400,-5250,-5200,-5250,-5100,-4850,-5200,-4450,-4400
29,-1900,-2800,-3000,-5800,-5850,-5700,-6100,-2150,-4950,-5200,-4450,-3800,-5800,-5850,-8550,-8300,-8400,-4900,-5200,-5300,-5100,-4950,-5150,-4450,-4400
30,-1900,-2800,-3000,-5800,-5800,-5750,-6100,-2150,-4950,-5200,-4450,-3800,-5800,-5800,-8550,-8300,-8700,-4900,-5250,-5300,-5150,-4950,-4800,-4500,-4800
31,-1850,-2850,-3650,-5750,-5800,-5750,-6050,-2800,-6250,-2400,-4450,-3800,-6200,-5700,-8500,-8350,-8700,-3650,-5250,-5350,-5150,-4950,-4800,-4500,-4800
32,-1850,-2850,-3650,-5750,-5300,-5750,-6050,-2800,-6250,-2400,-4500,-3800,-6200,-5700,-8500,-8350,-9000,-3650,-5300,-5350,-5200,-4950,-4850,-4550,-4800
33,-1800,-5750,-3600,-5850,-5300,-5750,-2450,-2750,-6250,-2350,-4500,-3800,-6250,-6000,-8900,-8750,-9000,-3700,-5300,-4700,-5200,-5050,-4850,-4550,-4800
34,-1800,-5750,-3600,-5850,-5250,-5800,-2450,-2750,-6250,-2350,-4500,-3800,-6250,-6000,-8900,-8750,-8950,-3700,-5350,-4700,-5250,-5050,-4950,-4600,-4850
35,-1750,-3300,-3550,-5850,-5250,-5800,-6450,-2700,-6200,-3950,-4550,-3750,-5800,-6000,-8850,-8700,-8950,-5400,-5350,-4750,-5250,-5000,-4950,-4600,-4850
36,-1750,-3300,-3550,-5850,-5200,-5650,-6450,-2700,-6200,-3950,-4550,-3750,-5800,-6000,-8850,-8700,-8900,-5400,-4700,-4750,-5300,-5000,-4950,-4650,-4350
37,-1700,-3250,-3500,-6250,-5200,-5650,-6400,-2650,-6200,-1900,-4550,-3750,-5850,-6000,-9050,-8700,-8900,-5400,-4700,-4800,-5300,-4950,-4950,-4650,-4350
38,-1700,-3250,-3500,-6250,-5150,-5850,-6400,-2650,-6200,-1900,-4600,-3750,-5850,-6000,-9050,-8700,-8850,-5400,-4750,-4800,-5350,-4950,-4750,-4400,-4750
39,-2250,-3200,-3450,-6250,-5150,-5850,-6350,-2600,-6000,-1950,-4600,-3950,-5900,-6000,-9100,-9050,-8850,-5450,-4750,-4850,-5350,-4250,-4750,-4400,-4750
40,-2250,-3200,-3450,-6250,-5650,-6250,-6350,-2600,-6000,-1950,-4600,-3950,-5900,-5550,-9100,-9050,-8800,-5450,-4800,-4850,-4700,-4250,-4700,-5100,-4700
41,-2200,-2900,-3400,-6200,-5650,-6250,-6300,-2550,-6000,-1850,-4650,-3950,-5700,-5550,-8950,-8950,-8800,-5450,-4800,-4900,-4700,-5400,-4700,-5100,-4700
42,-2200,-2900,-3400,-6200,-5600,-6200,-6300,-2550,-6000,-1850,-4650,-3950,-5700,-5650,-8950,-8950,-8750,-5450,-4850,-4900,-4750,-5400,-4900,-5150,-4950
43,-2150,-2950,-3350,-6200,-5600,-6200,-6250,-2500,-6050,-4100,-4650,-3650,-5650,-5650,-9000,-8900,-8750,-5050,-4850,-4950,-4750,-5450,-4900,-5150,-4950
44,-2150,-2950,-3350,-6200,-5550,-5800,-6250,-2500,-6050,-4100,-4700,-3650,-5650,-5600,-9000,-8900,-9050,-5050,-4900,-4950,-4800,-5450,-4850,-4400,-4900
45,-2100,-3150,-4000,-5800,-5550,-5800,-6200,-3150,-6050,-4150,-4700,-3700,-5950,-5600,-9150,-9000,-9050,-5050,-4900,-5000,-4800,-5050,-4850,-4400,-4900
46,-2100,-3150,-4000,-5800,-5500,-2300,-6200,-3150,-6050,-4150,-4700,-3700,-5950,-5250,-9150,-9000,-5550,-5050,-4950,-5000,-4850,-5050,-4950,-4200,-5200
47,-2050,-3000,-3950,-3900,-5500,-2300,-3900,-3100,-6150,-3800,-4050,-4100,-6000,-5250,-8450,-8850,-5550,-5050,-4950,-4650,-4850,-5100,-4950,-4200,-5200
48,-2050,-3000,-3950,-3900,-5450,-2250,-3900,-3100,-6150,-3800,-4050,-4100,-6000,-5700,-8450,-8850,-5550,-5050,-5000,-4650,-4900,-5100,-5000,-4250,-5150
49,-2000,-3400,-3900,-5700,-5450,-2250,-3950,-3050,-6150,-3850,-4050,-4050,-6050,-5700,-8400,-8800,-5550,-5100,-5000,-4550,-4900,-5150,-5000,-4250,-5150
50,-2000,-3400,-3900,-5700,-5400,-2200,-3950,-3050,-6150,-3850,-4100,-4050,-6050,-5300,-8400,-8800,-5550,-5100,-4650,-4550,-4950,-5150,-5050,-4300,-5100
51,-1950,-3350,-3850,-4650,-5400,-2200,-4000,-3000,-6100,-3700,-4100,-4000,-6100,-5300,-5550,-8700,-5550,-5100,-4650,-4550,-4950,-5200,-5050,-4300,-5100
52,-1950,-3350,-3850,-4650,-5350,-2150,-4000,-3000,-6100,-3700,-4100,-4000,-6100,-5400,-5550,-8700,-8650,-5100,-4550,-4600,-5000,-5200,-4850,-4350,-4800
53,-2450,-2200,-3800,-4600,-5350,-2150,-4050,-2950,-6100,-3750,-4150,-3850,-6150,-5400,-6100,-8800,-8650,-5150,-4550,-4600,-5000,-5250,-4850,-4350,-4850
54,-2450,-2200,-3800,-4600,-3250,-2350,-4050,-2950,-6100,-3750,-4150,-3850,-6150,-5350,-6100,-8800,-8600,-5150,-4550,-4600,-4650,-5250,-4800,-4450,-5350
55,-2400,-2250,-3750,-5900,-3250,-2350,-4100,-2900,-3350,-3900,-4150,-3850,-5450,-5350,-6150,-8750,-8600,-5150,-4600,-4350,-4650,-5300,-4800,-4450,-5350
56,-2400,-2250,-3750,-5900,-3400,-2300,-4100,-2900,-3350,-3900,-4200,-3850,-5450,-5450,-6150,-8750,-8550,-5150,-4600,-4350,-4550,-5300,-5000,-4550,-5300
57,-2350,-2300,-3700,-5900,-3400,-2300,-4100,-2850,-2900,-3850,-4200,-3850,-5500,-5450,-6050,-3950,-8550,-5150,-4600,-4350,-4550,-5350,-5000,-4550,-5300
58,-2350,-2300,-3700,-5900,-3300,-2100,-4100,-2850,-2900,-3850,-4200,-3850,-5500,-5500,-6050,-3950,-8500,-5150,-4350,-4350,-4550,-5350,-5100,-4550,-5250
59,-2300,-2350,-4950,-5800,-3300,-2100,-3200,-2950,-3050,-3950,-4250,-3850,-5550,-5500,-6050,-5550,-8500,-5200,-4350,-4350,-4600,-4700,-5100,-4550,-5250
60,-2300,-2350,-4950,-5800,-3350,-2000,-3200,-2950,-3050,-3950,-4250,-3850,-5550,-5750,-6050,-5550,-5450,-5200,-4350,-4400,-4600,-4700,-4950,-4500,-3200
61,-5850,-2400,-4900,-5850,-3350,-2000,-3150,-3050,-3000,-4000,-4250,-3900,-5600,-5750,-6100,-8850,-5450,-5200,-4400,-4400,-4600,-4750,-4950,-4500,-3200
62,-5850,-2400,-4900,-5850,-3550,-2050,-3150,-3050,-3000,-4000,-4300,-3900,-5600,-5950,-6100,-8850,-5500,-5200,-4400,-4400,-4350,-4750,-5000,-4500,-3150
63,-5800,-2450,-4850,-6000,-3550,-2050,-5200,-5100,-2950,-3800,-4300,-3900,-6100,-5950,-6000,-8650,-5500,-5250,-4400,-4400,-4350,-4800,-5000,-4500,-3150
64,-5800,-2450,-4850,-6000,-3500,-6950,-5200,-5100,-2950,-3800,-4300,-3900,-6100,-5850,-6000,-8650,-5400,-5250,-4400,-4400,-4350,-4800,-5050,-4450,-4850
65,-5650,-2500,-4800,-6600,-3500,-6950,-5700,-5050,-3400,-2300,-4350,-3900,-6050,-5850,-5900,-8650,-5400,-5300,-4400,-4450,-4400,-4850,-5050,-4450,-4850
66,-5650,-2500,-4800,-6600,-3450,-6450,-5700,-5050,-3400,-2300,-4350,-3900,-6050,-5900,-5900,-8650,-5350,-5300,-4450,-4450,-4400,-4850,-5400,-4300,-3550
67,-5650,-1850,-4150,-6600,-3450,-6450,-5050,-2650,-3350,-2350,-4350,-4150,-6000,-5900,-5800,-8650,-5350,-5350,-4450,-4450,-4400,-4900,-5400,-4300,-3550
68,-5600,-1850,-4150,-6600,-3150,-6400,-5050,-2650,-3350,-2350,-3650,-4150,-6000,-6100,-5800,-8650,-5300,-5350,-4450,-4450,-4450,-4900,-5450,-4350,-3500
69,-5600,-1850,-4100,-6550,-3150,-6400,-4600,-2700,-3300,-2400,-3650,-4050,-6000,-6100,-5850,-8600,-5300,-5350,-4500,-4450,-4450,-4950,-5450,-4350,-3500
70,-5600,-1850,-4100,-6550,-3200,-6350,-4600,-2700,-3300,-2400,-3700,-4050,-6050,-6050,-5850,-8600,-3850,-5350,-4500,-4500,-4450,-4950,-5050,-4850,-3450
71,-5550,-1900,-4050,-6650,-3200,-6350,-4550,-2750,-3250,-2600,-3700,-4000,-6050,-6050,-5950,-8600,-3850,-4700,-4500,-4500,-4500,-5000,-5050,-4850,-3450
72,-5550,-1900,-4050,-6650,-3800,-6000,-4550,-2750,-3250,-2600,-3750,-4000,-7150,-4550,-5950,-8600,-5600,-4700,-4300,-4500,-4500,-5000,-5100,-4800,-3400
73,-5550,-1900,-4350,-6850,-3800,-6000,-4500,-2800,-3200,-2150,-3750,-3750,-7150,-4550,-5700,-8550,-5600,-4700,-4300,-4300,-4500,-4650,-5100,-4800,-3400
74,-5550,-1900,-4350,-6850,-3750,-6300,-4500,-2800,-3200,-2150,-3800,-3750,-7100,-4650,-5700,-8550,-5650,-4700,-4300,-4300,-4300,-4650,-5150,-4750,-3350
75,-5550,-1950,-4400,-7650,-3750,-6300,-4450,-2850,-3150,-2200,-3800,-3800,-7100,-4650,-5750,-8550,-5650,-4700,-4250,-4300,-4300,-4550,-5150,-4750,-3350
76,-5500,-1950,-4400,-7650,-3700,-5950,-4450,-2850,-3150,-2200,-3800,-3800,-7050,-4400,-5750,-8550,-5700,-4700,-4250,-4300,-4300,-4550,-5200,-4400,-3300
77,-5500,-2000,-4450,-7700,-3700,-5950,-4950,-2900,-3100,-2500,-3800,-3950,-7050,-4400,-6050,-8500,-5700,-4750,-4250,-4300,-4250,-4550,-5200,-4400,-3300
78,-5500,-2000,-4450,-7700,-3650,-5900,-4950,-2900,-3100,-2500,-5000,-3950,-6100,-4450,-6050,-8500,-5750,-4750,-4000,-4250,-4250,-4550,-5250,-4300,-3250
79,-5500,-2050,-4500,-6800,-3650,-5900,-4900,-3000,-3550,-2250,-5000,-3650,-6050,-4450,-6050,-8500,-5750,-4750,-4000,-4250,-4250,-4550,-5250,-4300,-3250
80,-5500,-2050,-4500,-6800,-3600,-6150,-4900,-3000,-3550,-2250,-4950,-3650,-3800,-4450,-6050,-8500,-4100,-4750,-4000,-4250,-4000,-4600,-5300,-4350,-3900
81,-5400,-2100,-4550,-7050,-3600,-6150,-4850,-2300,-3500,-2550,-4950,-3700,-3800,-4450,-6100,-5450,-4100,-4800,-4000,-4250,-4000,-4600,-5300,-4350,-3900
82,-5400,-2100,-4550,-7050,-4150,-6100,-4850,-2300,-3500,-2550,-4900,-3700,-3800,-4450,-6100,-5450,-3900,-4800,-4000,-4250,-4000,-4600,-5350,-4400,-3850
83,-5400,-2150,-4600,-7500,-4150,-6100,-4800,-2350,-3450,-3300,-4900,-4100,-3800,-4450,-6150,-5500,-3900,-4800,-4000,-4250,-4050,-4350,-5350,-4400,-3850
84,-5400,-2150,-4600,-7500,-3900,-6050,-4800,-2350,-3450,-3300,-4900,-4100,-3800,-2550,-6150,-5500,-5500,-4800,-4000,-4250,-4050,-4350,-4700,-4450,-3800
85,-5400,-1400,-4650,-7000,-3900,-6050,-4750,-2400,-3650,-3350,-3950,-1400,-3800,-2550,-5450,-4600,-5500,-4850,-4050,-4000,-4050,-4350,-4700,-4450,-3800
86,-5450,-1400,-4650,-7000,-4000,-6500,-4750,-2400,-3650,-3350,-3950,-1400,-3800,-2900,-5450,-4600,-3950,-4850,-4050,-4000,-4100,-4400,-4750,-4500,-3750
87,-5450,-1400,-5000,-6750,-4000,-6500,-4700,-2450,-3600,-3500,-3950,-1350,-3800,-2900,-5500,-4650,-3950,-4850,-4050,-4000,-4100,-4400,-4750,-4500,-3750
88,-5450,-1400,-5000,-6750,-3850,-2900,-4700,-2450,-3600,-3500,-3950,-1350,-3750,-2850,-5500,-4650,-4000,-4850,-4050,-4050,-4100,-4400,-4800,-4000,-3700
89,-5450,-1650,-4200,-6950,-3850,-2900,-4650,-2500,-4000,-3450,-3950,-1300,-3750,-2850,-4250,-4700,-4000,-4850,-4050,-4050,-4150,-4450,-4800,-4000,-3700
90,-5450,-1650,-4200,-6950,-4050,-5800,-4650,-2500,-4000,-3450,-3900,-1300,-3750,-2800,-4250,-4700,-4050,-4850,-4050,-4050,-4150,-4450,-4850,-4050,-3650
91,-5050,-1650,-4250,-6700,-4050,-5800,-5150,-2550,-3950,-3400,-3900,-1750,-3750,-2800,-4300,-4750,-4050,-4900,-4050,-4050,-4150,-4450,-4850,-4050,-3650
92,-5050,-1650,-4250,-6700,-4100,-6600,-5150,-2550,-3950,-3400,-3900,-1750,-3750,-2750,-4300,-4750,-5550,-4900,-4050,-4050,-4200,-4500,-4900,-4100,-3600
93,-5050,-1700,-4300,-6900,-4100,-6600,-5100,-2600,-3900,-3550,-3900,-1700,-3750,-2750,-4350,-4800,-5550,-4900,-4050,-4100,-4200,-4500,-4900,-4100,-3600
94,-5050,-1700,-4300,-6900,-3550,-6550,-5100,-2600,-3900,-3550,-3900,-1700,-3650,-2700,-4350,-4800,-4350,-4900,-4100,-4100,-4200,-4500,-4950,-4150,-4100
95,-5050,-1700,-5400,-7250,-3550,-6550,-5050,-1950,-3850,-3600,-3900,-1650,-3650,-2700,-4400,-4850,-4350,-4900,-4100,-4100,-3650,-4500,-4950,-4150,-4100
96,-5050,-1700,-5350,-7250,-4350,-6850,-5050,-1950,-3850,-3600,-3900,-1650,-3650,-2650,-4400,-4850,-4300,-4900,-4100,-4100,-3650,-4500,-5000,-4200,-4200
97,-5050,-1600,-5200,-7150,-4350,-6850,-5000,-2000,-3800,-3800,-4000,-1600,-3650,-2650,-4450,-4900,-4300,-4950,-4100,-4100,-3650,-4300,-5000,-4200,-4200
98,-5100,-1600,-5200,-7150,-4300,-6800,-5000,-2000,-3800,-3800,-4000,-1600,-3700,-2600,-4450,-4900,-4250,-4950,-4100,-4150,-3650,-4300,-4650,-4250,-4200
99,-5100,-1600,-5150,-7300,-4300,-6800,-4150,-2050,-3750,-3550,-4000,-1550,-3700,-2600,-4500,-3600,-4250,-4950,-4150,-4150,-3700,-4300,-4650,-4250,-4200
100,-5100,-1600,-5150,-7300,-4250,-6750,-4150,-2050,-3750,-3550,-3200,-1550,-3700,-5300,-4500,-3600,-4200,-4950,-4150,-4150,-3700,-4250,-4550,-4550,-4150
101,-5100,-1750,-5100,-7350,-4250,-6750,-4150,-2100,-3700,-3350,-3200,-1500,-3700,-5300,-4550,-3650,-4200,-4950,-4150,-4150,-3700,-4250,-4550,-4550,-4150
102,-5100,-1750,-5100,-7350,-3500,-6900,-4150,-2100,-3700,-3350,-3250,-1500,-3850,-4650,-4550,-3650,-4150,-4950,-4150,-4150,-3700,-4250,-4550,-3900,-4150
103,-5150,-1750,-5050,-7100,-3500,-6900,-4200,-2150,-4350,-3250,-3250,-1450,-3850,-4650,-4650,-3700,-4150,-4950,-4150,-4150,-3750,-4000,-4600,-3900,-4150
104,-5150,-1750,-5050,-7100,-3450,-6700,-4200,-2150,-4350,-3250,-3300,-1450,-3850,-5350,-4650,-3700,-5400,-4950,-4200,-4150,-3750,-4000,-4600,-3950,-4550
105,-5150,-1550,-5300,-7400,-3450,-6700,-4200,-2200,-4300,-3300,-3300,-1150,-3850,-5350,-4100,-3800,-5400,-5000,-4200,-4200,-3750,-4000,-4600,-3950,-4550
106,-5150,-1550,-5450,-7400,-4200,-6650,-4200,-2200,-4300,-3300,-3350,-1150,-3850,-3100,-4100,-3800,-5450,-5000,-4200,-4200,-3750,-4000,-4600,-4700,-4500
107,-5150,-1550,-5250,-7400,-4200,-6650,-4250,-2250,-4250,-3400,-3350,-1100,-3850,-3100,-4150,-3750,-5450,-5000,-4200,-4200,-3800,-4000,-4600,-4700,-4500
108,-5200,-1550,-5250,-7400,-3950,-5850,-4250,-2250,-4250,-3400,-3400,-1100,-3850,-3050,-4150,-3750,-5850,-5000,-4200,-4200,-3800,-4000,-4350,-4700,-4100
109,-5200,-1800,-5700,-7450,-3950,-5850,-4300,-1600,-4200,-4300,-3400,-1050,-3850,-3050,-4200,-3850,-5850,-5000,-3650,-4200,-3800,-4000,-4350,-4700,-4100
110,-5200,-1800,-5700,-7450,-4700,-5300,-4300,-1600,-4200,-4300,-3450,-1050,-3900,-3000,-4200,-3850,-4600,-5000,-3650,-3650,-3800,-4050,-4350,-4700,-4050
111,-5200,-1800,-5700,-7600,-4700,-5300,-4350,-1650,-4150,-3550,-3450,-1900,-3900,-3000,-6000,-3900,-4600,-4650,-3700,-3650,-3850,-4050,-4400,-4700,-4050
112,-5200,-1800,-5700,-7600,-4650,-5300,-4350,-1650,-4150,-3550,-3500,-1900,-3900,-2950,-6000,-3900,-4550,-4650,-3700,-3650,-3850,-4050,-4400,-4750,-4000
113,-5250,-1500,-5700,-7550,-4650,-5300,-3550,-1700,-4100,-3500,-3500,-1850,-3900,-2950,-6050,-3450,-4550,-4650,-3750,-3650,-3850,-4050,-4400,-4750,-4000
114,-5250,-1500,-5700,-7550,-4600,-5350,-3550,-1700,-4100,-3500,-2850,-1850,-3900,-8550,-6050,-3450,-4500,-4650,-3750,-3700,-3850,-4050,-4450,-4750,-3950
115,-5250,-1500,-5700,-7200,-4600,-5350,-3500,-1750,-4050,-3450,-2850,-1800,-3900,-8550,-5550,-3500,-4500,-4650,-3800,-3700,-3900,-4050,-4450,-4750,-3950
116,-5250,-1500,-5700,-7200,-4550,-5800,-3500,-1750,-4050,-3450,-2900,-1800,-3650,-8500,-5550,-3500,-5300,-4550,-3800,-3700,-3900,-4050,-4450,-4800,-4250
117,-5250,-1450,-5750,-6450,-4550,-5800,-3450,-1800,-5600,-3600,-2900,-2050,-3650,-8500,-5600,-3550,-5300,-4550,-3850,-3700,-3900,-4100,-4500,-4800,-4250
118,-5300,-1450,-5750,-6450,-4500,-5750,-3450,-1800,-5600,-3600,-2950,-2050,-3700,-8450,-5600,-3550,-4450,-4550,-3850,-3750,-3900,-4100,-4500,-5400,-4250
119,-5300,-1450,-5750,-6400,-4500,-5750,-3400,-1850,-5550,-3650,-2950,-2150,-3700,-8450,-5650,-4500,-4450,-4550,-3900,-3750,-3900,-4100,-4500,-5400,-4250
120,-5300,-1450,-5750,-6400,-4450,-5750,-3400,-1850,-5550,-3650,-3000,-2150,-2250,-8400,-5650,-4500,-5350,-4550,-3900,-3750,-3900,-4150,-4300,-5450,-4450
121,-5300,-3800,-5750,-6350,-4450,-5750,-3350,-1900,-5550,-4050,-3000,-2100,-2250,-8400,-3550,-4950,-5350,-4550,-3900,-3750,-3900,-4150,-4300,-5450,-4450
122,-5300,-3800,-5750,-6350,-4400,-5600,-3350,-1900,-5550,-4050,-3050,-2100,-2200,-5550,-3550,-4950,-4400,-4600,-3900,-3800,-3950,-4150,-4300,-5050,-4450
123,-5350,-3800,-5750,-6000,-4400,-5600,-3250,-1250,-5650,-3250,-3050,-2250,-2200,-5550,-3500,-5000,-4400,-4600,-3900,-3800,-3950,-4200,-4250,-5050,-4450
124,-5350,-3800,-5750,-6000,-5050,-5650,-3250,-1250,-5650,-3250,-3100,-2250,-2400,-5700,-3500,-5000,-4800,-4600,-3900,-3800,-3950,-4200,-4250,-5100,-4400
125,-5350,-3750,-5750,-6300,-5050,-5650,-3300,-1300,-5600,-3750,-3100,-2250,-2400,-5700,-3800,-5050,-4800,-4600,-3900,-3800,-3950,-4200,-4250,-5100,-4400
126,-5350,-3750,-5750,-6300,-5000,-5850,-3300,-1300,-5600,-3750,-3150,-2250,-2350,-5750,-3800,-5050,-5000,-4600,-3950,-3800,-3950,-3650,-4000,-5150,-4400
127,-5350,-3750,-5950,-5950,-5000,-5850,-3850,-1350,-5700,-3700,-3150,-1950,-2350,-5750,-3800,-5100,-5000,-4600,-3950,-3800,-3300,-3650,-4000,-5150,-4400
128,-4700,-3750,-5950,-5950,-4950,-5900,-3850,-1350,-5700,-3700,-2550,-1950,-2300,-5800,-3800,-5100,-4950,-4350,-3950,-3850,-3300,-3650,-4000,-5200,-4350
