observ,profile1,profile2,profile3,profile4,profile5,profile6,profile7,profile8,profile9,profile10,profile11,profile12,profile13,profile14,profile15,profile16,profile17,profile18,profile19,profile20,profile21,profile22,profile23,profile24,profile25
258,-4200,-5350,-5500,-3300,-6200,-4150,-1800,-6950,-3950,-4500,-4150,-6000,-4750,-4750,-3000,-2250,-5300,-3050,-6400,-6300,-6050,-6300,-3300,-4900,-4800
259,-4200,-5350,-5500,-3300,-6200,-4150,-2400,-6950,-3950,-2050,-4150,-6000,-4750,-4800,-3050,-2300,-5300,-3050,-6350,-6300,-6800,-6300,-3250,-4900,-4800
260,-4200,-4700,-5500,-3300,-7650,-4200,-2400,-5800,-3950,-2050,-4150,-6050,-4750,-4850,-3050,-2300,-5250,-3050,-6350,-6000,-6800,-6000,-3250,-3650,-5500
261,-4200,-4700,-5400,-3350,-7650,-4200,-2400,-5800,-1950,-2000,-4150,-6050,-4800,-4900,-3050,-5850,-5250,-3050,-5900,-6000,-2250,-6000,-3200,-3650,-5500
262,-4200,-4700,-5400,-3350,-5800,-3650,-2400,-5850,-1950,-2000,-3650,-6100,-4800,-4950,-3050,-5950,-5200,-3100,-5900,-6750,-2250,-6750,-3200,-3550,-5150
263,-4200,-4700,-5400,-3350,-5800,-3650,-2350,-5850,-2550,-2100,-3650,-6100,-4800,-5000,-3100,-5950,-5200,-3100,-5850,-6750,-2300,-6750,-3150,-3550,-5150
264,-4200,-4700,-5450,-3350,-5800,-3700,-2350,-5900,-2550,-2100,-3650,-6150,-4850,-4650,-3100,-5900,-5150,-3100,-5850,-6700,-2300,-6700,-3150,-3600,-5150
265,-4200,-4750,-5450,-3350,-5800,-3700,-2350,-5900,-2200,-1550,-3650,-6150,-4850,-4550,-3100,-5900,-5150,-3100,-6300,-6700,-2350,-6700,-3050,-3600,-5150
266,-3650,-4750,-5450,-3350,-5800,-3750,-2350,-5950,-2200,-1550,-3650,-6200,-4850,-4550,-3100,-3800,-5700,-3150,-6300,-6650,-2350,-6650,-3050,-3700,-5400
267,-3650,-4750,-5050,-3400,-5800,-3750,-4550,-5950,-2150,-1600,-3650,-6200,-4900,-4550,-3150,-3800,-5700,-3150,-6000,-6650,-2400,-6650,-3100,-3700,-5400
268,-3650,-4750,-5050,-3400,-5800,-3800,-4550,-6000,-2150,-1600,-3700,-6250,-4900,-4600,-3150,-3800,-5650,-3150,-6000,-6600,-2400,-6600,-3100,-4200,-5400
269,-3650,-4750,-5050,-3400,-5800,-3800,-3950,-6000,-2100,-1650,-3700,-6250,-4900,-4600,-3150,-3800,-5650,-3150,-6750,-6600,-1900,-6600,-3700,-4200,-5400
270,-3650,-4800,-5100,-3400,-4400,-3850,-3950,-6050,-2100,-1650,-3700,-5950,-4950,-4600,-3150,-3750,-5600,-3200,-6750,-6550,-1900,-6550,-3700,-4150,-5450
271,-3650,-4800,-5100,-3450,-4400,-3850,-3950,-6050,-2050,-1700,-3700,-5950,-4950,-4350,-3200,-3750,-5600,-3200,-6700,-6550,-1950,-6550,-3650,-4150,-5450
272,-3700,-4800,-5100,-3450,-4350,-3900,-3950,-6100,-2050,-1700,-3700,-7200,-4950,-4400,-3200,-3750,-5550,-3200,-6700,-6150,-1950,-6150,-3650,-4100,-5450
273,-3700,-4800,-5150,-3450,-4350,-3900,-3800,-6100,-2000,-1750,-3700,-7200,-4950,-4450,-3200,-3750,-5550,-3200,-6650,-6150,-1650,-6150,-3600,-4100,-5450
274,-3700,-4800,-5150,-3450,-4300,-3950,-3800,-6850,-2000,-1750,-3700,-7350,-4950,-4500,-3200,-3750,-5500,-3250,-6650,-6900,-1650,-6900,-3600,-4050,-5050
275,-3700,-4850,-5150,-3450,-4300,-3950,-3800,-6850,-2450,-1800,-3700,-7350,-5000,-4500,-3250,-3750,-5500,-3250,-6600,-6900,-1700,-6900,-3550,-4050,-5050
276,-3700,-4850,-5200,-3450,-4250,-3300,-3800,-6900,-2450,-1800,-3850,-7300,-5000,-4500,-3250,-3650,-5850,-3250,-6600,-6200,-1700,-6200,-3550,-4000,-5050
277,-3700,-4850,-5200,-3500,-4250,-3300,-3800,-6900,-2400,-1800,-3850,-7300,-5000,-4500,-3250,-3650,-3650,-3250,-6550,-6200,-1750,-6200,-3500,-4000,-5050
278,-3750,-4900,-5200,-3500,-4200,-3300,-3800,-5600,-2400,-1800,-3850,-7250,-4650,-4500,-3250,-3700,-3650,-2800,-6550,-6250,-1750,-6250,-3500,-3800,-5100
279,-3750,-4900,-5250,-3500,-4200,-3300,-3800,-5600,-2350,-2200,-3850,-7250,-4650,-4300,-4600,-3700,-3650,-2800,-6150,-6250,-1800,-6250,-3450,-3800,-5100
280,-3750,-4900,-5250,-3500,-4150,-3350,-3800,-5600,-2350,-2200,-3850,-7050,-4650,-4300,-4600,-3850,-3650,-2850,-6150,-6850,-1800,-6850,-3450,-3850,-5100
281,-3750,-4900,-5250,-3500,-4150,-3350,-3750,-5600,-2300,-2250,-3850,-7050,-4550,-4250,-4950,-3850,-3700,-2850,-6900,-6850,-3300,-6850,-3400,-3850,-5100
282,-3750,-4900,-5300,-3500,-3700,-3350,-3750,-5650,-2300,-2250,-3900,-7100,-4550,-4250,-4950,-3850,-3700,-2900,-6900,-6050,-3300,-6050,-3400,-3750,-5150
283,-3750,-4950,-5300,-3500,-3700,-3350,-3750,-5650,-2250,-2300,-3900,-7100,-4550,-4000,-4900,-3850,-3700,-2900,-6200,-6050,-3550,-6050,-4350,-3750,-5150
284,-3800,-4950,-5300,-3500,-3650,-3400,-3750,-5650,-2250,-2300,-3900,-7150,-4600,-4000,-4900,-3900,-3700,-2950,-6200,-6800,-3550,-6800,-4350,-4400,-5150
285,-3800,-4950,-5350,-3550,-3650,-3400,-3750,-5650,-2500,-2150,-3900,-7150,-4600,-4050,-4850,-3900,-5400,-2950,-6250,-6800,-3500,-6800,-4300,-4400,-5150
286,-3800,-4950,-5350,-3550,-3600,-3400,-3750,-5700,-2500,-2150,-4000,-4550,-4600,-4050,-4850,-3900,-5450,-2450,-6250,-2100,-3500,-4450,-4300,-4350,-5200
287,-3800,-4950,-5350,-3550,-3600,-3400,-3750,-5700,-2050,-2850,-4000,-4550,-5150,-4100,-4800,-3900,-5050,-2450,-6850,-2100,-3450,-4450,-4300,-4350,-5200
288,-3800,-4950,-4700,-3550,-6000,-3450,-3750,-5700,-2050,-2850,-3950,-4500,-5150,-4100,-4800,-5400,-5100,-2500,-6850,-2050,-3450,-4400,-4300,-4300,-5200
289,-3800,-4950,-4700,-3600,-6000,-3450,-3750,-5700,-2000,-2800,-3950,-4500,-5200,-4150,-4750,-5450,-5150,-2500,-6050,-2050,-2300,-4400,-4250,-4300,-5200
290,-3850,-5000,-4700,-3600,-6050,-3450,-3750,-5750,-2000,-2800,-4250,-4450,-5200,-4150,-4750,-5050,-5200,-2550,-6050,-2200,-2300,-4350,-4250,-4250,-5200
291,-3850,-5000,-4750,-2950,-6050,-3450,-3650,-5750,-2100,-1450,-4250,-4450,-5000,-4200,-4700,-5100,-5250,-2550,-6800,-2200,-2300,-4350,-4250,-4250,-5200
292,-3850,-5000,-4750,-2950,-5900,-3450,-3650,-5750,-2100,-1450,-4150,-4850,-5000,-4200,-4700,-5150,-5300,-2600,-6800,-2150,-2300,-4300,-4250,-4000,-5250
293,-3850,-5000,-4750,-2950,-5900,-3450,-3650,-5750,-2200,-1500,-4150,-4850,-5050,-3650,-5300,-5200,-5350,-2600,-3050,-2150,-4850,-4300,-4200,-4000,-5250
294,-3850,-5000,-4800,-2950,-5800,-3500,-3650,-5450,-2200,-1500,-4200,-4800,-5050,-3650,-5300,-5250,-4700,-2650,-3050,-1950,-4850,-3800,-4200,-3750,-5250
295,-3850,-5000,-4800,-3000,-5800,-3500,-3700,-5450,-2250,-4250,-4200,-4800,-5100,-3700,-5250,-5300,-4750,-2650,-2350,-1950,-4700,-3800,-4200,-3750,-5250
296,-3900,-5000,-4800,-3000,-6600,-3500,-3700,-6500,-2250,-4250,-3950,-4750,-5100,-3700,-5250,-5350,-4800,-2700,-2350,-2000,-4700,-3750,-4200,-3950,-5250
297,-3900,-5000,-4850,-3000,-6600,-3500,-3700,-6500,-2300,-4250,-3950,-4750,-4650,-3750,-5200,-4700,-4850,-2700,-2400,-2000,-4800,-3750,-4150,-3950,-5250
298,-3900,-5000,-4850,-3000,-6550,-3500,-3700,-6550,-2300,-4250,-4500,-4700,-4650,-3750,-5200,-4750,-4900,-2750,-2400,-1550,-4800,-3700,-4150,-4100,-5300
299,-3900,-4650,-4850,-3050,-6550,-3500,-3700,-6550,-2150,-4200,-4500,-4700,-4700,-3800,-5150,-4800,-4950,-2750,-7000,-1550,-7000,-3700,-3650,-4100,-5300
300,-3900,-4650,-4900,-3050,-6650,-3550,-3700,-6600,-2150,-4200,-4550,-4650,-4700,-3800,-5150,-4850,-5000,-2100,-7000,-1600,-7000,-3250,-3650,-3650,-5300
301,-3900,-4650,-4900,-3050,-6650,-3550,-3850,-6600,-4100,-4000,-4550,-4650,-4750,-3850,-5100,-4900,-4650,-2100,-6950,-1600,-6950,-3250,-3400,-3650,-5300
302,-3950,-4650,-4900,-3050,-6650,-3550,-3850,-6650,-4100,-4000,-3900,-4600,-4750,-3850,-5100,-4950,-4550,-2150,-6950,-1650,-6950,-3550,-3400,-3650,-5350
303,-3950,-4650,-4950,-3100,-6650,-3550,-3850,-6650,-4050,-3950,-3900,-4600,-4800,-3900,-5050,-5000,-4550,-2150,-6100,-1650,-6100,-3550,-3450,-3650,-5350
304,-3950,-4550,-4950,-3100,-6850,-3550,-3850,-6700,-4050,-3950,-4400,-5150,-4800,-3900,-5050,-4650,-4600,-2200,-6100,-1700,-6100,-3300,-3450,-3950,-5350
305,-3950,-4550,-4950,-3100,-6850,-3550,-3850,-6700,-4000,-3900,-4400,-5150,-4850,-3950,-5000,-4550,-4600,-2200,-7150,-1700,-6100,-3300,-3500,-3950,-5350
306,-3950,-4550,-5000,-3100,-6800,-3600,-3850,-6750,-4000,-3900,-4800,-5100,-4850,-3950,-5000,-4600,-4350,-2250,-7150,-1750,-6100,-3350,-3500,-3900,-5350
307,-3950,-4550,-5000,-3100,-6800,-3600,-3900,-6750,-3800,-3750,-4800,-5100,-4950,-3300,-5400,-4350,-4350,-2250,-7100,-1750,-7150,-3350,-3550,-3900,-5350
308,-3300,-4550,-5000,-3100,-7050,-3600,-3900,-6800,-3800,-3750,-4150,-5050,-4950,-3300,-5400,-4350,-4400,-2300,-7100,-1800,-7150,-3500,-3550,-3300,-4700
309,-3300,-4550,-4650,-3150,-7050,-3600,-3900,-6800,-3800,-4100,-4150,-5050,-3750,-3300,-5350,-4400,-4400,-2300,-7050,-1800,-7100,-3500,-3600,-3300,-4700
310,-3300,-4550,-4650,-3150,-7500,-3600,-3900,-6200,-3800,-4100,-4150,-5000,-3750,-3300,-5350,-4400,-4450,-2350,-7050,-1850,-7100,-3400,-3600,-3300,-4700
311,-3300,-4550,-4650,-3150,-7500,-3600,-5400,-6200,-3750,-4100,-4150,-5000,-4000,-3350,-2800,-4400,-4450,-2350,-7300,-1850,-7050,-3400,-4100,-3300,-4700
312,-3350,-4600,-4550,-3150,-7000,-2950,-5400,-6150,-3750,-4100,-4100,-4950,-4000,-3350,-2800,-4400,-4500,-2400,-7300,-1500,-7050,-3450,-4100,-3350,-4700
313,-3350,-4600,-4550,-3200,-7000,-2950,-5400,-6150,-3650,-4100,-4100,-4950,-4050,-3350,-2850,-4450,-4500,-2400,-7250,-1500,-7300,-3450,-4100,-3350,-4700
314,-3350,-4600,-4550,-3200,-6750,-2950,-5450,-6250,-3650,-4100,-4100,-4900,-4050,-3350,-2850,-4450,-4300,-2000,-7250,-2250,-7300,-3600,-4100,-3350,-4750
315,-3350,-4600,-4550,-3200,-6750,-2950,-5450,-6250,-3700,-4050,-4100,-4900,-4100,-3400,-2500,-4500,-4300,-2000,-7200,-2250,-7250,-3600,-4400,-3350,-4750
316,-3350,-4600,-4600,-3200,-6750,-3000,-5450,-6300,-3700,-4050,-4450,-4450,-4100,-3400,-2500,-4500,-4250,-2050,-7200,-2300,-7250,-3650,-4400,-3400,-4750
317,-3350,-4600,-4600,-3250,-6750,-3000,-5050,-6300,-3850,-4050,-4450,-4450,-4150,-3400,-2500,-4300,-4250,-2050,-8050,-2300,-7200,-3650,-4350,-3400,-4750
318,-3400,-4350,-4600,-3250,-6950,-3000,-5050,-6350,-3850,-4050,-4050,-4500,-4150,-3400,-2500,-4300,-4000,-1650,-8050,-2350,-7200,-2200,-4350,-3400,-4800
319,-3400,-4350,-4600,-3250,-6950,-3000,-5050,-6350,-3850,-4050,-4050,-4500,-4400,-3450,-2900,-4250,-4000,-1650,-8200,-2350,-8050,-2200,-4300,-3400,-4800
320,-3400,-4350,-4600,-3250,-6700,-3050,-5100,-6400,-3850,-4050,-4050,-4650,-4400,-3450,-2900,-4250,-4050,-1700,-8200,-2400,-8050,-2150,-4300,-3450,-4800
321,-3400,-4350,-4600,-2850,-6700,-3050,-5100,-6400,-3900,-4000,-4050,-4650,-4350,-3450,-2550,-4000,-4050,-1700,-8100,-2400,-8200,-2150,-4250,-3450,-4800
322,-3400,-4350,-4350,-2850,-6700,-3050,-5100,-6450,-3900,-4000,-4250,-4600,-4350,-3450,-2550,-4000,-4100,-1750,-8100,-1900,-8200,-2100,-4250,-3450,-4850
323,-3400,-4350,-4350,-2850,-6700,-3050,-5100,-6450,-3900,-4200,-4250,-4600,-4550,-3500,-2550,-4050,-4100,-1750,-8150,-1900,-8100,-2100,-4200,-3450,-4850
324,-3450,-4400,-4350,-2850,-6900,-3100,-5100,-4800,-3900,-4200,-4300,-4550,-4550,-3500,-2550,-4050,-4150,-1800,-8150,-3100,-8100,-2400,-4200,-3500,-4850
325,-3450,-4400,-4350,-2900,-6900,-3100,-5150,-4800,-3900,-4200,-4300,-4550,-4300,-3500,-2600,-4100,-4150,-1800,-7500,-3100,-8150,-2400,-4150,-3500,-4850
326,-3450,-4400,-4350,-2900,-7250,-3100,-5150,-4650,-3900,-4200,-4200,-4850,-4300,-3500,-2600,-4100,-4200,-1850,-7500,-3150,-8150,-2350,-4150,-3500,-4850
327,-3450,-4400,-4350,-2900,-7250,-3100,-5150,-4650,-6550,-4250,-4200,-4850,-4600,-3550,-2600,-4150,-4200,-1850,-7450,-3150,-7500,-2350,-4500,-3500,-4850
328,-3450,-4400,-4400,-2900,-7150,-3150,-5150,-4700,-6550,-4250,-4350,-4800,-4600,-3550,-2600,-4150,-3650,-1900,-7450,-3050,-7500,-2300,-4500,-3550,-4900
329,-3450,-4400,-4400,-3100,-7150,-3150,-5150,-4700,-6500,-4300,-4350,-4800,-4250,-3550,-2650,-4200,-3650,-1900,-7400,-3050,-7450,-2300,-4450,-3550,-4900
330,-3500,-4450,-4400,-3100,-7300,-3150,-5150,-4750,-6500,-4300,-4750,-4750,-4250,-3550,-2650,-4200,-3650,-1950,-7400,-3150,-7450,-2250,-4450,-3550,-4900
331,-3500,-4450,-4400,-3300,-7300,-3150,-5150,-4750,-6450,-4350,-4750,-4750,-4200,-3550,-2700,-3650,-3650,-1950,-7350,-3150,-7400,-2250,-3700,-3550,-4900
332,-3500,-4450,-4400,-3300,-7350,-3200,-5200,-4550,-6450,-4350,-4600,-4700,-4200,-3550,-2700,-3650,-3650,-1500,-7350,-3100,-7400,-2550,-3700,-3600,-4900
333,-3500,-4450,-4400,-3150,-7350,-3200,-5200,-4550,-6400,-4150,-4600,-4700,-4900,-3550,-2750,-3700,-3650,-1500,-7950,-3100,-7350,-2550,-3700,-3600,-4900
334,-3500,-4450,-4450,-3150,-7100,-3200,-5200,-4600,-6400,-4150,-4650,-4650,-4900,-3550,-2750,-3700,-3650,-1550,-7950,-3050,-7350,-2500,-3700,-3600,-4900
335,-3500,-4450,-4450,-3250,-7100,-3200,-5200,-4600,-6350,-4150,-4650,-4650,-4450,-3600,-2150,-3750,-3650,-1550,-8000,-3050,-7950,-2500,-3700,-3600,-4900
336,-3500,-4450,-4450,-3250,-7400,-3250,-5200,-3500,-6350,-4150,-4700,-4600,-4450,-3600,-2150,-3750,-3700,-1600,-8000,-2900,-7950,-2450,-3700,-3050,-4950
337,-3500,-4450,-4450,-3200,-7400,-3250,-5200,-3450,-6300,-4150,-4700,-4600,-4500,-3600,-2200,-3800,-3700,-1600,-7700,-2900,-8000,-2450,-3750,-3050,-4950
338,-3550,-4450,-4450,-3200,-7450,-3250,-5200,-3400,-6300,-4150,-3800,-4550,-4500,-3600,-2200,-3800,-3700,-4250,-7700,-2950,-8000,-2350,-3750,-3100,-4950
339,-3550,-4450,-4450,-2750,-7450,-3250,-5250,-3350,-6650,-4400,-3800,-4550,-5750,-3600,-2250,-3850,-3700,-4250,-7850,-2950,-7700,-2350,-3750,-3100,-4950
340,-3550,-4500,-4500,-2750,-7600,-2850,-5250,-3350,-6650,-4400,-3900,-4500,-5750,-3600,-2250,-3850,-3750,-3600,-7850,-3000,-7700,-2300,-3750,-3150,-4950
341,-3550,-4500,-4500,-2800,-7600,-2850,-5250,-3300,-6600,-3800,-3900,-4500,-5750,-3600,-2300,-3900,-3750,-3600,-7650,-3000,-7850,-2300,-3750,-3150,-4950
342,-3550,-4500,-4500,-2800,-7550,-2850,-5300,-3300,-6600,-3800,-3850,-4900,-5750,-3600,-2300,-3900,-3750,-3500,-7650,-3300,-7850,-2400,-3750,-3700,-5000
343,-3550,-4500,-4500,-2850,-7550,-2850,-5300,-3250,-5400,-3800,-3850,-4900,-5700,-2950,-2300,-3950,-3750,-3500,-7650,-3300,-7650,-2400,-3150,-3700,-5000
344,-3600,-4500,-4300,-2850,-7200,-2900,-5300,-3250,-5400,-3800,-3100,-4900,-5700,-2950,-2300,-3950,-3800,-3650,-7650,-3250,-7650,-4700,-3150,-3700,-5000
345,-3600,-4500,-4300,-2900,-7200,-2900,-5350,-3200,-5400,-3750,-3100,-4900,-5800,-2950,-2350,-3300,-3800,-3650,-7900,-3250,-7900,-4700,-3200,-3700,-5000
346,-3600,-4500,-4300,-2900,-6450,-2900,-5350,-3200,-5400,-3750,-3400,-4850,-5800,-2950,-2350,-3300,-3800,-1950,-7900,-3250,-7900,-4650,-3200,-3750,-5000
347,-3600,-4500,-4300,-2950,-6450,-2900,-5350,-2900,-5400,-3750,-3400,-4850,-5800,-3000,-2350,-3300,-3800,-1950,-7600,-3250,-7600,-4650,-3250,-3750,-5000
348,-3600,-4300,-4250,-2950,-6400,-2650,-4700,-2900,-5400,-3750,-3350,-4800,-5800,-3000,-2350,-3300,-3850,-2250,-7600,-3200,-7600,-4550,-3250,-3200,-4650
349,-3600,-4300,-4250,-3000,-6400,-2650,-4750,-2850,-5400,-3650,-3350,-4800,-5850,-3000,-2400,-3350,-3850,-2250,-7600,-3200,-7550,-4550,-3300,-3200,-4650
350,-2950,-4300,-4250,-3000,-6350,-2600,-4800,-2850,-5400,-3650,-3300,-4750,-5850,-3000,-2400,-3350,-3900,-2450,-7600,-3200,-7550,-4600,-3300,-3250,-4650
351,-2950,-4300,-4250,-3050,-6350,-2600,-4850,-3750,-5400,-3650,-3300,-4750,-5850,-3000,-2400,-3350,-3900,-2450,-7550,-3200,-8250,-4600,-3550,-3250,-4650
352,-3000,-4300,-4000,-3050,-6000,-2450,-4850,-3700,-5400,-3650,-3250,-4700,-5850,-3000,-2400,-3350,-3950,-2400,-7550,-2750,-8250,-4900,-3550,-2750,-4650
353,-3000,-4300,-4000,-2550,-6000,-2450,-4850,-3650,-5400,-3700,-3250,-4700,-5900,-3050,-2450,-3400,-3950,-2400,-7550,-2750,-8350,-4900,-3600,-2750,-4650
354,-3050,-4250,-4000,-2550,-6300,-2700,-4900,-3600,-5450,-3700,-2050,-5150,-5900,-3050,-2450,-3400,-3300,-2350,-7550,-2800,-8350,-5300,-3600,-2800,-4650
355,-3050,-4250,-4000,-2600,-6300,-2700,-4900,-3550,-5450,-3700,-2050,-5150,-6000,-3050,-2450,-3400,-3300,-2350,-8250,-2800,-8300,-5300,-3650,-2800,-4650
356,-3100,-4250,-4050,-2600,-5950,-2700,-4900,-3050,-5450,-3700,-3600,-5200,-6000,-3050,-2450,-3400,-3300,-2300,-8250,-2850,-8300,-4450,-3650,-2850,-4550
357,-3100,-4250,-4050,-2650,-5950,-2700,-4950,-3050,-5450,-3850,-3600,-5200,-6150,-3050,-2050,-3450,-3300,-2300,-8350,-2850,-7750,-4450,-3350,-2850,-4550
358,-3100,-4250,-4050,-2650,-5950,-2750,-4950,-3000,-5450,-3850,-3650,-5000,-6150,-3050,-2050,-3450,-3300,-2000,-8350,-3350,-7750,-4850,-3350,-2900,-4550
359,-3100,-4250,-4050,-2700,-5950,-2750,-4950,-3000,-5450,-3850,-3650,-5000,-6100,-3100,-2100,-3450,-3300,-2000,-8300,-3350,-7800,-4850,-3400,-2900,-4550
360,-3150,-4000,-4050,-2700,-5900,-2750,-5000,-2950,-5450,-3850,-3500,-5000,-6100,-3100,-2100,-3450,-3350,-2050,-8300,-3400,-7800,-4800,-3400,-2950,-4550
361,-3150,-4000,-4050,-2650,-5900,-2750,-5000,-2950,-5450,-3900,-3500,-5000,-6050,-3100,-2800,-3500,-3350,-2050,-7750,-3400,-3600,-4800,-3450,-2950,-4600
362,-3150,-4000,-4100,-2650,-6150,-2800,-5000,-3400,-5450,-3900,-3450,-5050,-6050,-3100,-2800,-3500,-3350,-2100,-7750,-3700,-3600,-4750,-3450,-3000,-4600
363,-3150,-4000,-4100,-2650,-6150,-2800,-4650,-3400,-5900,-3900,-3450,-5050,-6350,-3100,-2850,-3500,-3350,-2100,-7800,-3700,-2150,-4750,-3500,-3000,-4600
364,-3150,-4000,-4100,-2650,-6100,-2800,-4550,-3350,-5900,-3900,-2250,-5050,-6350,-3100,-2850,-3500,-3350,-2150,-7800,-3750,-2150,-4500,-3500,-2350,-4600
365,-3150,-4000,-4100,-2650,-6100,-2800,-4550,-3350,-5900,-4000,-2250,-5050,-6300,-3150,-2900,-3550,-3350,-2150,-4000,-3750,-2250,-4500,-4100,-2350,-4600
366,-3200,-4050,-4100,-2650,-6050,-2550,-4550,-3300,-5900,-4000,-2400,-5100,-6300,-3150,-2900,-3550,-3400,-2200,-4000,-3800,-2250,-4950,-4100,-2600,-4600
367,-3200,-4050,-4100,-2600,-6050,-2550,-4600,-3300,-5950,-3950,-2400,-5100,-5950,-3150,-2950,-3550,-3400,-2200,-3700,-3800,-2200,-4950,-3100,-2600,-4600
368,-3200,-4050,-4150,-2600,-6500,-2500,-4350,-3250,-5950,-3950,-2350,-4950,-5950,-3150,-2950,-3550,-3400,-2500,-3700,-3850,-2200,-5000,-3100,-2650,-4350
369,-3200,-4050,-4150,-2450,-6500,-2500,-4350,-3250,-5950,-5350,-2350,-4950,-6250,-3150,-2450,-3600,-3400,-2500,-3350,-3850,-2550,-5000,-2100,-2650,-4350
370,-3250,-4050,-4150,-2450,-6800,-1900,-4400,-3200,-5950,-5350,-2300,-4950,-6250,-3150,-2450,-3600,-3400,-3350,-3350,-3900,-2550,-5200,-2100,-2700,-4350
371,-3250,-4050,-4150,-3250,-6800,-1900,-4400,-3200,-5050,-5400,-2300,-4950,-5900,-3200,-2500,-3600,-3400,-3350,-3300,-3900,-2550,-5200,-2400,-2700,-4350
372,-3250,-4100,-4150,-3250,-5850,-1950,-4450,-3150,-5050,-5400,-5400,-2550,-5900,-3200,-2500,-3600,-3450,-3400,-3300,-9400,-2550,-5050,-2400,-2400,-4350
373,-3250,-4100,-4150,-3200,-5850,-1950,-4450,-3150,-5050,-5300,-5400,-2550,-5850,-3200,-2550,-3000,-3450,-3400,-3300,-9400,-2500,-5050,-2350,-2400,-4400
374,-2850,-4100,-4200,-3200,-5200,-1850,-4500,-3100,-5050,-5300,-5450,-2500,-5850,-3200,-2550,-3000,-3450,-3550,-3300,-9350,-2500,-5150,-2350,-2450,-4400
375,-2850,-4100,-4200,-3150,-5200,-1850,-4500,-3100,-5050,-5250,-5450,-2500,-6200,-3200,-2600,-3000,-3450,-3550,-3300,-9350,-2500,-5150,-2150,-2450,-4400
376,-2850,-4100,-4200,-3150,-5150,-2000,-4300,-3550,-5050,-5250,-5050,-2450,-6200,-3200,-2600,-3000,-3450,-3450,-3300,-7000,-2500,-5100,-2150,-2500,-4400
377,-2850,-4100,-4200,-3100,-5150,-2000,-4300,-3550,-5050,-5200,-5100,-2450,-6700,-3250,-2650,-3050,-3450,-3450,-3350,-7000,-2450,-5100,-2100,-2500,-4400
378,-2900,-4150,-3650,-3100,-5100,-2050,-4250,-3500,-5050,-5200,-5150,-2400,-6700,-3250,-2650,-3050,-3450,-2850,-3350,-6950,-2450,-5250,-2100,-2550,-4450
379,-2900,-4150,-3650,-2700,-5100,-2050,-4250,-3500,-5050,-5150,-5200,-2400,-6650,-3250,-2700,-3050,-3450,-2850,-3400,-6950,-2450,-5250,-2100,-2550,-4450
380,-3450,-4150,-3700,-2700,-5750,-2100,-4000,-3450,-5100,-5150,-5250,-2850,-6650,-3250,-2700,-3050,-3500,-2900,-3400,-6100,-2450,-5400,-2100,-3900,-4450
381,-3450,-4150,-3700,-2700,-5750,-2100,-4000,-3450,-5100,-5150,-5250,-2850,-6600,-3250,-2700,-3100,-3500,-2900,-3150,-6100,-2400,-5400,-3650,-3900,-4450
382,-3400,-4150,-3700,-2700,-5650,-1500,-4050,-3650,-5100,-5150,-5300,-2800,-6600,-3250,-2700,-3100,-3500,-2950,-3150,-7150,-2400,-4350,-3650,-3850,-4450
383,-3400,-4150,-3700,-2700,-5650,-1500,-4050,-3650,-5100,-5100,-5300,-2800,-6550,-2850,-2750,-3100,-3500,-2950,-3150,-7150,-2400,-4350,-3600,-3850,-4500
384,-2800,-4200,-3750,-2700,-5600,-1550,-4100,-3650,-5100,-5100,-5350,-2750,-6550,-2850,-2750,-3100,-3500,-2550,-3150,-7100,-2400,-4400,-3600,-4050,-4500
385,-2800,-4200,-3750,-2750,-5600,-1550,-4100,-3650,-5100,-5400,-5350,-2750,-6500,-2850,-1600,-3150,-3500,-2550,-3150,-7100,-2350,-4400,-3550,-4050,-4500
386,-2800,-4200,-3750,-2750,-5550,-1600,-4150,-3600,-5100,-5400,-5350,-2700,-6500,-2850,-1600,-3150,-3500,-2600,-3150,-7050,-2350,-3800,-3550,-3800,-4500
